PG.ProteinGroups	PG.ProteinDescriptions	[1] 20221028_MK_E1200_MVL_FAIMS_1CV_15cm_70min_1561_prep005_HRMS1_DIA_500ng_1.raw.PG.Quantity	[2] 20221028_MK_E1200_MVL_FAIMS_1CV_15cm_70min_1561_prep005_HRMS1_DIA_500ng_2.raw.PG.Quantity	[3] 20221028_MK_E1200_MVL_FAIMS_1CV_15cm_70min_1561_prep005_HRMS1_DIA_500ng_3.raw.PG.Quantity	[4] 20221028_MK_E1200_MVL_FAIMS_1CV_15cm_70min_1561_prep005_HRMS1_DIA_500ng_4.raw.PG.Quantity	[5] 20221028_MK_E1200_MVL_FAIMS_1CV_15cm_70min_1561_prep005_HRMS1_DIA_500ng_5.raw.PG.Quantity	[6] 20221028_MK_E1200_MVL_FAIMS_1CV_15cm_70min_1561_prep005_HRMS1_DIA_500ng_6.raw.PG.Quantity	[7] 20221028_MK_E1200_MVL_FAIMS_1CV_15cm_70min_1561_prep005_HRMS1_DIA_500ng_7.raw.PG.Quantity	[8] 20221028_MK_E1200_MVL_FAIMS_1CV_15cm_70min_1561_prep005_HRMS1_DIA_500ng_8.raw.PG.Quantity	[9] 20221028_MK_E1200_MVL_FAIMS_1CV_15cm_70min_1561_prep005_HRMS1_DIA_500ng_9.raw.PG.Quantity	[10] 20221028_MK_E1200_MVL_FAIMS_1CV_15cm_70min_1561_prep005_HRMS1_DIA_500ng_28.raw.PG.Quantity	[11] 20221028_MK_E1200_MVL_FAIMS_1CV_15cm_70min_1561_prep005_HRMS1_DIA_500ng_29.raw.PG.Quantity	[12] 20221028_MK_E1200_MVL_FAIMS_1CV_15cm_70min_1561_prep005_HRMS1_DIA_500ng_30.raw.PG.Quantity	[13] 20221028_MK_E1200_MVL_FAIMS_1CV_15cm_70min_1561_prep005_HRMS1_DIA_500ng_31.raw.PG.Quantity	[14] 20221028_MK_E1200_MVL_FAIMS_1CV_15cm_70min_1561_prep005_HRMS1_DIA_500ng_32.raw.PG.Quantity	[15] 20221028_MK_E1200_MVL_FAIMS_1CV_15cm_70min_1561_prep005_HRMS1_DIA_500ng_33.raw.PG.Quantity	[16] 20221028_MK_E1200_MVL_FAIMS_1CV_15cm_70min_1561_prep005_HRMS1_DIA_500ng_34.raw.PG.Quantity	[17] 20221028_MK_E1200_MVL_FAIMS_1CV_15cm_70min_1561_prep005_HRMS1_DIA_500ng_35.raw.PG.Quantity	[18] 20221028_MK_E1200_MVL_FAIMS_1CV_15cm_70min_1561_prep005_HRMS1_DIA_500ng_36.raw.PG.Quantity
A0A060ZVL9	Transcriptional regulator, MarR family	42027.05078125	30545.716796875	9307.10546875	14073.4931640625	24473.408203125	13689.3076171875	9795.125	25388.078125	510521.53125	47462.0546875	39550.4296875	40332.9609375	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered
A0A060ZVM3	Restriction endonuclease	26625.43359375	70619.03125	39003.29296875	166769.65625	60348.84375	111462.6328125	20285.8046875	32049.904296875	27800.8515625	78569.078125	35933.5625	184440	Filtered	Filtered	164529.703125	40037.140625	33842.27734375	53062.38671875
A0A060ZVM4	Radical SAM domain protein	28695.76953125	NaN	16086.986328125	5660.39111328125	48070.04296875	6657.06689453125	12808.931640625	8656.7509765625	10229.6474609375	19275.740234375	54469.58984375	51601.82421875	Filtered	14.098640441894531	Filtered	21866.9296875	23547.34375	22310.27734375
A0A060ZVM7	Pgam5 phosphoglycerate mutase family member 5	82877.859375	14692.97265625	31798.099609375	24847.85546875	10759.0888671875	15311.91015625	55265.39453125	67049.7421875	63220.69921875	80095.0546875	101284.765625	68982.3125	Filtered	1880.0859375	Filtered	40265.12109375	55910.29296875	76635.75
A0A060ZVM8	GTPase Obg	69795.9609375	123738.9140625	99933.9453125	104140.7734375	83540.1015625	73911.359375	126919.890625	108203.46875	142884.734375	52238.97265625	42247.6875	61337.546875	122.02888488769531	21038.6015625	53382.7421875	125816.5390625	126219.2890625	95569.0859375
A0A060ZVN4	Threonine ammonia-lyase	19415.564453125	22691.4140625	23300.224609375	17365.994140625	25231.173828125	15589.13671875	26451.552734375	25143.41796875	25216.95703125	14806.654296875	20749.294921875	22819.65625	Filtered	Filtered	Filtered	48338.10546875	42901.29296875	45150.5703125
A0A060ZVN6	Probable nicotinate-nucleotide adenylyltransferase	222390.75	182866.015625	211563.375	113365.046875	90589.078125	103608.5	155193.796875	123747.3046875	187432.796875	131036.65625	161005.875	151342.90625	Filtered	Filtered	Filtered	153063.359375	142679.3125	197534.09375
A0A060ZVN7	Serine/threonine protein kinase	188250.328125	123710.9765625	214767.40625	185233.1875	127447.6875	104464.484375	194279.171875	120896.2109375	100595.421875	252388.34375	232349.984375	251679.765625	Filtered	111362.953125	96552.53125	110419.0625	93827.921875	123189.984375
A0A060ZVN8	DUF5107 domain-containing protein	101166.890625	138362.796875	110628.859375	43300.48046875	52430.64453125	43941.07421875	115205.2421875	118134.578125	126111.1015625	66212.2265625	100809.53125	73595.9921875	Filtered	43329.91015625	132785.59375	99490.4609375	172565.0625	102727.5703125
A0A060ZVP0	3-oxoacyl-[acyl-carrier-protein] synthase 3	44939.08203125	32711.662109375	37089.27734375	22736.220703125	56034.04296875	60976.6953125	42787.6328125	49544.24609375	48483.24609375	2690.236572265625	10878.6171875	3572.26953125	Filtered	Filtered	Filtered	51941.05078125	53688.58984375	30133.54296875
A0A060ZVP1	DNA-binding protein	49780.88671875	6601.52392578125	13645.8564453125	12342.58203125	5729.17578125	1038.1494140625	15933.576171875	12700.4990234375	15620.70703125	15623.548828125	18405.146484375	11331.177734375	Filtered	Filtered	Filtered	29650.14453125	16964.697265625	25242.525390625
A0A060ZVP3	FAD-dependent pyridine nucleotide-disulfideoxidoreductase	177760.96875	175529.484375	206124.125	124900.734375	123968.3828125	95587.9453125	143508.171875	179063.171875	183592.375	97265.03125	79792.6796875	109676.3828125	88581.734375	20433.287109375	189974.515625	222149.546875	198662.09375	176506.015625
A0A060ZVP4	Peptidase S11 D-alanyl-D-alaninecarboxypeptidase 1	521039.6875	504665.9375	517741.5625	269087.46875	268550.09375	296114.875	250209.484375	321161	317210.71875	230736.953125	233006.0625	235523.109375	644954.5	891783.6875	1025500.75	81616.7109375	157112.5625	179045.578125
A0A060ZVP5	L-PSP family endoribonuclease	239412.9375	217871.625	226471.609375	109105.4921875	88678.921875	98757.765625	172887.953125	192201.203125	142043.453125	157435.265625	87670.8203125	143148.046875	1070222	37127.38671875	52113.87890625	119073.6328125	107370.3984375	217024.09375
A0A060ZVP6	DegV family protein	41467.12109375	28144.166015625	59824.01953125	84846.1484375	77676.46875	67979.9453125	25468.244140625	49242.25390625	31329.87890625	35616.17578125	38364.4140625	21596.75390625	Filtered	23367.6796875	36396.3984375	24648.150390625	43801.19921875	13350.640625
A0A060ZVP8	Alpha/beta hydrolase fold containing protein	157290.890625	120921.7734375	165017.5625	385461.25	368355.875	529048.8125	135998.078125	172577.515625	288061.09375	125467.21875	141726.203125	139847.109375	1980434.875	436374.4375	295363	127132.2109375	193294.21875	169326.671875
A0A060ZVP9	Short-chain dehydrogenase/reductase SDR	7360.64794921875	18573.8203125	3077.859375	46940.01953125	66159.09375	38278.40234375	22567.0546875	2581.03466796875	16895.072265625	62427.15625	39327.296875	44059.86328125	23142.255859375	Filtered	Filtered	63.12743377685547	6100.06982421875	78.95110321044922
A0A060ZVQ0	RraB domain-containing protein	26697.703125	28286.107421875	21678.2109375	75181.5703125	62368.38671875	55529.9296875	45324.83984375	21583.60546875	21200.7265625	27995.818359375	Filtered	Filtered	Filtered	Filtered	Filtered	21360.240234375	4164.71142578125	9517.7578125
A0A060ZVQ2	acidPPc domain-containing protein	76823.6953125	84338.609375	72649.046875	96605.015625	116726	116111.2890625	46678.6484375	41573.3515625	30450.134765625	99865.359375	122488.140625	118187.7890625	740922.625	195385.5625	172695.640625	43915.9296875	37209.05078125	66737.28125
A0A060ZVQ4	Elongation factor 4	354647.40625	361155.40625	350348.28125	213506.625	195859.8125	228631.109375	332837.125	300445.3125	361725.78125	264845.625	272159.375	278653.15625	571.8851318359375	147889.625	407348.0625	212428.671875	251466.21875	258477.53125
A0A060ZVQ7	TetR family transcriptional regulator	71391.5546875	22653.796875	83783.0703125	18385.27734375	15077.45703125	667.535888671875	23468.76171875	20118.580078125	27144.38671875	27069.908203125	29854.2265625	56162.125	320711	84901.2578125	Filtered	35885.3125	37470.0625	49349.296875
A0A060ZVQ9	DUF3097 domain-containing protein	67086.1015625	58679.421875	49019.2265625	100708.015625	34872.58203125	84260.7265625	48572.3984375	26256.91015625	30891.46875	87367.1171875	89163.25	56565.1953125	Filtered	Filtered	Filtered	Filtered	16558.40234375	Filtered
A0A060ZVR0	RNA polymerase subunit sigma-24	15539.5546875	11581.3955078125	20394.310546875	15799.845703125	22680.712890625	20258.06640625	25311.984375	14973.802734375	21515.029296875	28174.544921875	24511.50390625	14477.0087890625	48.280181884765625	Filtered	15531.4033203125	24031.376953125	29524.318359375	26408.236328125
A0A060ZVR2	Transcriptional regulator, MerR family	Filtered	6999.81005859375	5544.46875	NaN	1748.732421875	Filtered	14740.9482421875	7143.521484375	15688.6044921875	NaN	Filtered	3931.804443359375	Filtered	Filtered	Filtered	9515.845703125	11158.12109375	Filtered
A0A060ZVR4	Ribosomal RNA small subunit methyltransferase E	66820.140625	80514.796875	63621.2421875	43806.39453125	64588.0546875	40727.1484375	49176.9140625	73784.5234375	41857.2578125	62474.7734375	48833.546875	59897.765625	361786.15625	137739.25	131252.296875	22306.759765625	19559.8828125	16272.26953125
A0A060ZVR6	Beta-lactamase domain protein	65675.6015625	129958.1640625	Filtered	33080.54296875	18852.966796875	36244.40234375	156354.640625	264468.8125	188995.671875	57075.2265625	45249.72265625	45223.75390625	Filtered	Filtered	Filtered	250425.0625	210365.203125	136431.453125
A0A060ZVR9	Phosphate starvation-induced protein	108173.8828125	146540.390625	153505.40625	143527	109835.953125	151487.515625	105865.796875	143152.359375	162359.59375	144410.875	131680.8125	121532.4765625	170753.78125	387776.28125	287532.78125	75020.15625	119596.0390625	80893.2421875
A0A060ZVS1	Regulatory protein TetR	56906.0546875	44451.41796875	102467.796875	17579.748046875	20847.9296875	41100.22265625	90205.796875	43382.57421875	38754.328125	35217.75	40615.703125	53958.44140625	Filtered	161341.546875	69509.5390625	71764	55093.23046875	128668.34375
A0A060ZVS2	Transcription-repair-coupling factor	47765.1328125	36560.1953125	40722.953125	47168.51171875	42823.29296875	39016.30859375	57338.8203125	64102.95703125	69536.53125	42299	40891.3125	52197.87890625	1522890.625	43015.37890625	59838.56640625	75970.34375	81910.390625	82275.2578125
A0A060ZVS3	Drug resistance transporter, EmrB/QacAsubfamily	84378.3359375	80808.8203125	9382.2998046875	5547.7216796875	21362.373046875	Filtered	22267.97265625	34602.76953125	32682.845703125	65510.7578125	7459.97705078125	3339.263671875	201829.203125	Filtered	Filtered	23141.572265625	26185.005859375	33069.70703125
A0A060ZVS4	GTPase Era	90564.953125	100590.3984375	118457.7421875	154279.546875	170435.578125	145580.125	86639.6328125	93868.8828125	99244.8203125	101835.734375	79621.59375	108989.546875	52978.47265625	103513.8359375	135182.53125	77711.3828125	116175.9453125	43886.3359375
A0A060ZVS5	FMN-dependent monooxygenase	50433.76953125	46735.625	29738.96484375	45590.40625	30699.748046875	21649.78515625	45421.77734375	61806.73828125	79910.796875	105743.015625	76790.234375	85300	Filtered	Filtered	Filtered	20836.923828125	44094.74609375	19879.521484375
A0A060ZVS8	Stress protein	19892614	16364598	14780406	15110973	14609807	17384950	26339160	24910442	21598448	28191622	31939830	26598868	59294848	61709384	68615928	21837622	16789322	20741852
A0A060ZVT3	Stress protein	299850.1875	159412.46875	177555.859375	126291.2890625	95733.5	115811.15625	441546.84375	365882.03125	386635.03125	329295.71875	260788.375	266618.0625	Filtered	199168.21875	611135.4375	243319.546875	242948.140625	291455.375
A0A060ZVT5	DUF1508 domain-containing protein	NaN	Filtered	Filtered	72585.3671875	18016.1015625	79557.0703125	NaN	2274.030029296875	660.0885009765625	127477.796875	87113.1640625	393.2550964355469	830472.9375	196100.78125	239967.578125	62.11529541015625	3029.489013671875	121.72999572753906
A0A060ZVT6	Regulatory protein MarR	27332.708984375	24285.333984375	35967.80859375	22635.607421875	31151.048828125	16257.8720703125	85423.3046875	45613.1796875	40509.7421875	26792.13671875	12617.02734375	15803.67578125	Filtered	173852.5	163999.5	38467.78125	8741.861328125	38814.671875
A0A060ZVT7	Two-component system sensor kinase	NaN	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	2095.346435546875	352.11224365234375	2322.13623046875	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered
A0A060ZVU0	Large ATP-binding protein	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	10027.0166015625	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered
A0A060ZVU1	ABC transporter integral membrane protein	124143.8046875	102713.03125	115780.625	37502.3125	40789.91796875	24171.416015625	172244.6875	95994.3046875	101613.671875	148887.1875	158783.015625	196377.046875	112494.375	449210.78125	770610.75	31911.169921875	36805.76171875	24086.93359375
A0A060ZVU3	NGG1p interacting factor 3 protein, NIF3	146490.4375	133171.75	84579.3671875	113244.6953125	128876.15625	92661.2421875	106106.5390625	135765.765625	114099.734375	259173.890625	238650.796875	224804.21875	249933.5625	267613.78125	175965.71875	99206.3359375	113730.2109375	92773.984375
A0A060ZVU4	Cell wall assembly/cell proliferationcoordinating protein, KNR4-like protein	132117.5625	137455.1875	192578	128832.59375	147232.546875	150753.34375	103296.1640625	106055.8203125	115225.6328125	212033.234375	172809.359375	163822.515625	214811.765625	130681.171875	143721.953125	120368.8125	117699.703125	83007.984375
A0A060ZVU8	Ribose-phosphate pyrophosphokinase	363560.03125	371640.46875	479516.25	276332.6875	313879	291201.46875	246078.40625	224656.421875	265047.625	210596.484375	255229.578125	238672.140625	52.654170989990234	87430.015625	119159.171875	349521.1875	373859.9375	307944.21875
A0A060ZVV1	Glyoxalase/bleomycin resistanceprotein/dioxygenase	40566.31640625	5953.07470703125	12327.5185546875	19524.138671875	68838.9765625	28686.947265625	NaN	8481.6533203125	38055.12109375	15824.1484375	14488.119140625	18529.009765625	Filtered	32820.99609375	1471019.875	2.305875539779663	Filtered	Filtered
A0A060ZVV3	HTH OST-type domain-containing protein	158290.765625	184898.296875	153329.28125	140436.25	203488.421875	140195.78125	155292.796875	138208.0625	132904.90625	305763.8125	273612.78125	254029.65625	175.0817108154297	42338.05078125	112413.03125	134900.59375	120143.0078125	124629.59375
A0A060ZVV5	Aldehyde dehydrogenase	41083.48046875	9527.7314453125	13134.63671875	13921.73828125	6605.5703125	11721.474609375	12723.5908203125	12743.75	13349.9755859375	3548.154541015625	7807.67822265625	13831.3125	Filtered	Filtered	8188.875	263.3960266113281	12711.3486328125	14395.4755859375
A0A060ZVV8	SMC domain protein	7419.93115234375	2590.232666015625	4666.7685546875	Filtered	Filtered	1726.4071044921875	1358.951904296875	5136.6611328125	3911.9609375	4533.7705078125	Filtered	4556.62451171875	Filtered	Filtered	Filtered	9032.6630859375	6805.9697265625	4345.8203125
A0A060ZVW1	VOC domain-containing protein	41493.13671875	16990.6953125	22723.58984375	173646.6875	157837.4375	101232.703125	203331.40625	160466.921875	101786.6953125	24888.890625	19646.0078125	Filtered	Filtered	145271.375	Filtered	46115.453125	53468.49609375	Filtered
A0A060ZVW5	UDP-glucose 4-epimerase	324642.3125	250642.734375	241879.46875	370242.34375	363142.40625	353327.8125	324864.6875	355473.53125	314031.46875	186084.265625	174764.28125	149819.859375	595694.125	192816.328125	86052.578125	283893.4375	340207.375	224825.921875
A0A060ZVW8	DAO domain-containing protein	74533.3125	28127.5078125	45319.8046875	43327.01171875	29135.05078125	57838.1640625	47233.015625	64526.90625	53963.4296875	75189.75	64705.39453125	66475.453125	Filtered	41623.55859375	38219.12109375	31731.6484375	52654.97265625	2486.57763671875
A0A060ZVX3	Isoprenyl transferase	178389.96875	254824.78125	164552.640625	179376.515625	154416.296875	144366.453125	146330.375	104744.671875	119906.0078125	101565.6796875	104839.0546875	108995.5078125	Filtered	131322.46875	1643337.125	165840.796875	100725.25	141660.875
A0A060ZVX4	Hydrolase, TatD family	283970.46875	240209.40625	215905.5625	170288.921875	171465.265625	182800.515625	183628.0625	178555.25	172909.796875	175411.03125	167679.8125	174245.734375	155509.40625	371918.59375	352892.5	46032.1796875	83375.5234375	43280.75
A0A060ZVX7	Helicase domain-containing protein	187965.640625	154969.96875	225312.421875	192716.015625	204707.90625	175758.9375	171637.9375	177289.515625	173530.15625	169999.703125	168921.28125	208691.71875	Filtered	265675.28125	297506.96875	169835.984375	196492.546875	163683.640625
A0A060ZVX8	Transcriptional regulator, GntR family with UTRAsensor domain	450607.40625	549679.625	509194.9375	541859.625	535269.6875	522183.90625	497723.1875	555793.25	325847.125	570203.125	609234.3125	531311.5625	1563145.75	737696.0625	1531918.75	125459.6328125	146714.15625	94564.0078125
A0A060ZVY0	Proteins of 100 residues with WXG	28143.294921875	42531.5625	53056.9296875	9568.236328125	17627.220703125	29328.314453125	74294.875	137185.125	93113.125	18775.212890625	Filtered	13707.6435546875	Filtered	143411.875	Filtered	113468.484375	86641.859375	128533.3984375
A0A060ZVY3	Alpha/beta hydrolase fold containing protein	121770.9296875	139995.265625	92581.2578125	151319.515625	193438.328125	99258.6875	363497.59375	346214.34375	515332.9375	781031.8125	677406.75	677372.4375	714768.875	251.76475524902344	4486.01708984375	221096.015625	194706.203125	208426.8125
A0A060ZVY5	Glyco_hydro_18 domain-containing protein	48473.671875	22940.119140625	26826.955078125	8924.51953125	9826.7451171875	5632.0068359375	Filtered	Filtered	Filtered	6943.859375	NaN	5333.2333984375	Filtered	Filtered	Filtered	6.275912284851074	30342.8671875	Filtered
A0A060ZVY6	PPIWI_RE_REase domain-containing protein	7685.96484375	Filtered	10113.630859375	11322.8740234375	24042.84765625	8759.1982421875	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered
A0A060ZVY7	PhoD domain-containing protein	187159.921875	174257.203125	151513.140625	116491.0625	115976.875	89432.078125	195717.21875	146995.421875	263743.6875	236199.46875	295432.53125	340522.5	182135.46875	1454.0225830078125	75644.359375	162745.578125	180346.65625	137584.6875
A0A060ZVY9	Two component transcriptional regulator, LuxRfamily	163089.921875	178479.15625	137783.65625	284712.40625	463236.125	289316.15625	155592.421875	126761.5625	153947.78125	146913.28125	189108.6875	202048	251261.65625	315293.40625	295618.09375	193190.171875	106693.171875	128436.734375
A0A060ZVZ0	ABC-type metal ion transporter, periplasmicsubunit	226053.140625	144102.8125	258433.640625	161692.890625	157577.328125	196318.125	173403.984375	125019.9296875	58382.26953125	364225.125	278431.65625	289094.625	Filtered	308440.75	324215.65625	70728.34375	58670.6171875	70737.46875
A0A060ZVZ4	Chaperonin GroEL	7822982	9599712	10107122	17825218	23532458	17931314	9458248	9152013	8356976.5	6341272.5	7425970	6686713	10172326	6316245	5270002.5	11274873	12503058	11820351
A0A060ZVZ5	Beta-lactamase	160694.109375	82613.03125	77834.578125	35141.47265625	32135.25390625	60691.48828125	80910.5390625	64108.1328125	73657.578125	61057.984375	37330.66796875	40264.3125	Filtered	Filtered	9.053544998168945	116990.765625	105494.7578125	130128.640625
A0A060ZVZ8	Regulatory protein TetR	40085.1796875	5766.75830078125	15602.69921875	12078.142578125	64696.609375	38169.01953125	26732.3203125	35915.8671875	16461.841796875	42324.5390625	20946.029296875	23781.466796875	Filtered	Filtered	Filtered	28492.982421875	21563.015625	19822.693359375
A0A060ZVZ9	Cytochrome P450	29934.607421875	22603.265625	15871.1591796875	4266.29931640625	5688.771484375	Filtered	42876.7578125	31538.408203125	100542.4140625	20927.83203125	10278.962890625	36983.1953125	Filtered	Filtered	Filtered	86706.640625	77220.2734375	322601.3125
A0A060ZW00	DUF222 domain-containing protein	31173.015625	53933.421875	72383.2421875	68171.96875	115327.1015625	77427.2421875	39393.34765625	39409.34765625	30305.45703125	41519.8828125	33111.31640625	39405.2890625	80516.3671875	15642.330078125	14386.537109375	8763.3896484375	11002.3486328125	6.7737717628479
A0A060ZW08	Transposase IS200-family protein	125356.390625	85517.703125	128633.25	125612.2265625	118882.0703125	127877.796875	Filtered	61846.515625	54009.7578125	24864.693359375	35693.54296875	27185.443359375	Filtered	Filtered	Filtered	51869.59765625	Filtered	86209.96875
A0A060ZW09	Pyruvate, phosphate dikinase	93573.1796875	79755.4453125	53344.94140625	346122.5	383683.125	281145.1875	498557.21875	412883.375	445681.46875	194489.015625	247677.6875	293817.90625	311574.5625	173659.9375	181724.09375	523368.09375	487579.75	406263.125
A0A060ZW10	ABC transporter ATP-binding protein	406593.4375	405628.75	308020.96875	350619.8125	318710.65625	312819.5	196457.421875	193365.703125	235015.828125	484828.625	546669.375	512992.65625	163.14190673828125	151754.78125	153833.4375	208757.4375	176795.03125	242039.125
A0A060ZW13	Tricorn protease homolog	189482.828125	152964.34375	139297.4375	212129.953125	213558.921875	195721.640625	144933.140625	153040.140625	171451.171875	312429.9375	344813.09375	324739.125	1962229.875	255828.296875	309868.71875	127507.953125	149332.890625	114257.875
A0A060ZW18	Transcriptional regulator, MerR family	54267.0078125	37190.375	31156.15234375	14492.13671875	13616.4912109375	20121.611328125	23663.98828125	21280.810546875	22477.173828125	36614.734375	12487.6376953125	27048.701171875	Filtered	24176.27734375	28822.962890625	31328.9296875	50075.01171875	259.7335205078125
A0A060ZW24	Protocatechuate 3,4-dioxygenase, beta subunit	12071.2978515625	21038.3203125	16491.255859375	10085.017578125	20405.314453125	11104.1953125	9482.1689453125	4603.736328125	10150.3896484375	23776.037109375	19469.123046875	18806.376953125	Filtered	Filtered	Filtered	12493.0595703125	24918.623046875	21965.1953125
A0A060ZW28	tRNA N6-adenosine threonylcarbamoyltransferase	120306.4921875	136325.046875	135806.15625	178946.734375	283533.96875	177085.03125	167467.21875	182885.171875	159439.796875	128740.5234375	116771.6171875	120897.703125	246.30517578125	199008.46875	215260.15625	117501.5	127706.6796875	94938.8984375
A0A060ZW32	GCN5-related N-acetyltransferase	6436.44189453125	4908.3896484375	12163.5498046875	1046.8382568359375	NaN	Filtered	1329.866455078125	Filtered	1625.6842041015625	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	2562.327880859375	Filtered	Filtered
A0A060ZW33	Class I SAM-dependent methyltransferase	48516.7265625	40479.77734375	61774.1015625	70767.359375	66407.53125	61020.484375	31242.71875	31235.29296875	26810.115234375	23124.27734375	14175.4052734375	25166.69140625	Filtered	28.29985809326172	7892.08203125	24820.546875	15359.8544921875	5406.0078125
A0A060ZW34	tRNA threonylcarbamoyladenosine biosynthesis protein TsaE	127725.984375	138385.453125	173894.3125	207860.703125	249579.96875	210501.3125	152886.21875	177902.609375	162731.40625	105948.59375	152705.765625	129176.84375	501931.65625	381732.71875	184232.015625	159638.9375	138827.515625	114686.5703125
A0A060ZW36	Transcriptional regulatory protein	16883.783203125	14067.5859375	25252.830078125	46645.59375	118034.609375	43725.78125	8521.587890625	9623.8759765625	13197.587890625	7890.91845703125	7218.3681640625	9918.29296875	Filtered	Filtered	Filtered	1601.389892578125	10647.2353515625	8587.9541015625
A0A060ZW40	Enoyl-CoA hydratase 2	109028.1875	128389.234375	128723.203125	271429.75	318797.40625	316738.09375	120736.125	168493.5	178661.625	428531.09375	328651.46875	311359.1875	200150.09375	61.94839096069336	19191.11328125	112291.1015625	104469.3984375	102640.625
A0A060ZW42	Cyclic pyranopterin monophosphate synthase	100484.1953125	36000.3125	43304.421875	87563.5703125	29248.46484375	13995.3818359375	73114.203125	55810.8203125	75669.8203125	63377.05859375	64870.03125	97855.1328125	773798	284126.625	1257943.75	81112.3515625	69875.3125	Filtered
A0A060ZW44	Phage_base_V domain-containing protein	Filtered	Filtered	Filtered	41840.83203125	38554.44921875	21680.07421875	3386.11279296875	Filtered	NaN	Filtered	23284.84765625	Filtered	Filtered	Filtered	Filtered	1.5307754278182983	Filtered	Filtered
A0A060ZW47	CopG family transcriptional regulator	52496.2421875	52086.28515625	61209.71875	53531.01171875	56606.9921875	67080.5390625	61800.484375	59026.67578125	35986.59375	48431.04296875	16412.849609375	21280.203125	200442.59375	72993.796875	66053.5390625	20090.416015625	18528.333984375	18883.6796875
A0A060ZW48	Trypco1 domain-containing protein	138774.265625	90293.6015625	133067.328125	67298.703125	197790.109375	192856.59375	44092.0390625	24885.75390625	104722.7734375	204922.0625	182400.609375	252664.15625	Filtered	Filtered	Filtered	21720.875	168015.84375	79381.8359375
A0A060ZW49	Large-conductance mechanosensitive channel	18494.1484375	17980.818359375	17091.111328125	2879.330078125	4502.75	6307.1240234375	20652.2578125	16600.533203125	20930.0390625	6342.58447265625	3523.368896484375	6101.4892578125	Filtered	Filtered	Filtered	32760.666015625	35140.1796875	52332.9765625
A0A060ZW50	Secreted protein	Filtered	NaN	Filtered	2367.962158203125	3067.274169921875	1.3906391859054565	10654.6728515625	1890.2161865234375	254.20529174804688	33663.26953125	25196.6015625	199794.1875	123698.1796875	144427.46875	224452.640625	Filtered	Filtered	Filtered
A0A060ZW51	Peroxide stress protein YaaA	90492.4140625	41120.19140625	52062.4765625	66326.3359375	77483.421875	77841.265625	29977.53515625	13224.48828125	15622.7236328125	46632.5625	35823.83203125	14160.517578125	Filtered	Filtered	Filtered	44897.3046875	8787.8388671875	61785.2578125
A0A060ZW53	PTS system, fructose subfamily, IIC subunit	84841.21875	83746.6953125	78630.21875	124937.6484375	210507.796875	151387.15625	64354.6484375	153102.234375	35300.015625	96223.390625	119717.84375	83030.7421875	Filtered	223834.3125	17406.400390625	72387.2109375	68516.3671875	37409.42578125
A0A060ZW54	Glutamate--tRNA ligase	865208.5625	775460.75	707872.8125	648168.625	775827.0625	711915	675822.125	673074.8125	782916.125	755252.625	701361.6875	778949.25	548409.1875	725667	852546.125	697608.75	931113.75	621831.9375
A0A060ZW55	Cytochrome P450	94830.1796875	172201.03125	109376.015625	69452.1328125	64771.18359375	60117.26953125	81542.71875	93920.8359375	108955.8828125	95224.1796875	91814.734375	112593.3515625	84198.59375	Filtered	Filtered	71070.1328125	102417.2578125	46445.12890625
A0A060ZW62	Regulatory protein	14060.365234375	6031.50439453125	1425.5321044921875	15625.59375	12601.861328125	11650.75390625	13645.033203125	20722.5390625	13661.9091796875	11397.9736328125	19922.0625	19991.490234375	Filtered	Filtered	Filtered	21136.060546875	12831.6640625	29475.904296875
A0A060ZW64	Mak_N_cap domain-containing protein	15954.0546875	37086.39453125	19948.265625	90052.578125	161712.21875	82597.9921875	75154.5078125	76948.1875	72921.078125	50567.75	29697.583984375	23023.810546875	Filtered	Filtered	10.253589630126953	25286.69921875	25602.74609375	6050.77783203125
A0A060ZW66	Helix-turn-helix domain protein	233404.65625	298570.15625	218648.328125	80998.1328125	102737.140625	90782.21875	312742.71875	365389.96875	343407.46875	147115.21875	123151.9765625	152440.953125	266374.90625	32709.701171875	65547.6171875	374202.9375	308376.78125	236923.59375
A0A060ZW67	HTH tetR-type domain-containing protein	69927.3515625	76376.375	51064.76171875	40484.3828125	47140.40625	21454.30078125	78591.5078125	85712.4765625	92384.234375	32720.05859375	28535.47265625	39538.06640625	Filtered	32561.978515625	55567.1484375	57147.3515625	84533.3671875	Filtered
A0A060ZW68	ABC-type transporter, periplasmic subunit	4145958.5	3700051	4589585.5	3082509.5	2266947	2980846.5	3637495.75	3739459.5	3606518	2420635.75	2760124.5	2458894.25	2670425.75	3989648.25	5302450	6437635.5	5223094	10796205
